id	document	label
9428505	별 안주는건 없네. 작가의 기준이 어떻게 되요? 정말 이작품이 작가가 쓴거 맞아요? 아침동시간 드라마 방송이없으니 정말 편하게 잠깐깔짝대고 쓰나보네요. 삼사방송이 같은 소재의 드라마로 커피숍에서 만나서 같이 서로 의논하며 쓰나봐. OOO	0
2961798	분명 찍은놈들도 후회하고 있을거다	0
4201669	진장 교감한다는것은 이런걸 두고 말하는 건가? 영원히 떨어 없는 진정한 소울메이트	1
6637697	연출이 너무 귀여워요.ㅋㅋㅋㅋㅋ	1
9769359	시간이 사람을 따라 흐른다. 료의 사람을 따라 흐르는 시간이 재미있다.	1
6211377	캐스팅돋네ㅠㅠㅠ잘금사인방ㅠㅠㅠㅠㅠ	1
12666	왕 잼없다.	0
2807953	정말좋은영화죠항상보고싶어요^^	1
9676916	에수님ㅜㅠ♥우아아아아유ㅠㅜ	1
9714139	지루할 틈이 없다!!!!	1
7874361	신밧드의 모험담, 스릴이 넘쳐서 오한이 들 정도임~ㅎㅎㅎ!!!	0
6314131	여자가 주인공인 공포영화는 절대 보지마라	0
3645587	아 정말 재미있다. 이걸 보는 사람에게 강추한다 꼭 보십시오	0
9221963	단어선택에 있어, 연예인의 반대말은 일반인이 아닌 비연예인입니다. 왜냐하면 연예인이라는 것은 여러 직업군 중에 하나이기 때문이죠. 의료인, 교육인과 같이요.	0
8601409	진짜 재미없어 이프로그램 없어져버라돼	0
4816459	어이가 없다;;;	0
7804328	현실감 있는 첩보물..그 전의 유치한 공공칠 시리즈같은 첩보물하고는 다른 장르	1
8622443	잘봤습니다 굳굳 러셀크로우때문에 봤는데 역시 두배우 다 최고	1
9207421	초중반까지도 정말 따분해 죽겠더만 그나마 뒤로갈수록 뭔가 급박해지는 듯했다. 뭔가 억지로 끼워맞춰 전개해 나간듯한 느낌이 강했다.	0
8359723	정말 크게 잔인하거나 무서운장면도 없는데 심리적으로 압박해오는 공포를 선사한다. 공포영화중의 수작이 아닌가 싶다.	1
9584572	미미가 이쁘니 몰입이 잘됨 ㅋ	1
1981576	황비홍에 이은 멋진 캐릭터 방세옥	1
4730516	매기큐땜에 봤는데....재미없음....	0
8398887	이것도 후한 점수인것 같다.	0
10162277	크게 캄탄할 스토리는 아니지만 그 외에 면에서는 매우 뛰어나다고 말할 수 있다.	1
2526484	여지없는 푸념.	0
1413308	-_- 정말 어이없는 영화	0
8650350	7~8점정도가 적당. 재밌어요. 점수 올려주려고 10점줌. 써티데이즈오브나잇+데드캠프라 생각하면 됨. 극한 상황에서 생존하는 영화 좋아하시는분들께 추천합니다. 졸작 아니고 충분히 볼만한 작품. 시간이 짧은 만큼 아쉬운게 있긴하지만 전반적으로 괜찮아요.	1
1947983	이보다 오만할수있을까 -미리 도그빌을꼭보길	1
4848987	반전이 꽤나 신선했다.	1
9784778	죽은 연인을 그리워하는 마음에 복제인간을 출산한 거까지는 공감할 수 있고, 영화가 끝난 뒤 묘한 여운과 주인공에 대한 연민이 느껴진다. 하지만, 내용적으로 어쩔 수 없이 불편하고, 정적이고 느린 연출 탓에 따분함을 견디기 힘들다.	0
6007501	역시 언더월드 ㅋ	1
7517661	이런 개 ㅆㅆㅆㅆㅆㅆ ㄴ	0
7833129	걍. 쓰레기 같은 영화. 보면 땅치고 후회~~함. 진짜루	0
7556276	볼만했음	1
9999525	감독시점 카메라 너무 보기 거북했다. 굳이 고양이거처까지 가서 고양이 가족들 불안하게 만들고 짝짓기 하는데 촬영하면서 신경쓰이게 하질않나.. 새끼고양이 다가가서 비오는날 전선줄에 끼이게 만들고.. 그상황에도 카메라 들이밀고 있는거 보니 진짜 화났다.	0
7273131	역시 팀버튼	1
8474858	병만옹 짱짜아악앙맨앤	1
2048550	오다기리를 이렇게 활용하다니....	0
8840387	이토록 잔인하게 슬픈 영화가 또 있을 수 있을까	1
8329536	재미없다진짜진짜열자	0
5781048	유명배우의 연기력은 좋았지만.... 확실한 주제를 알 수가 없었다...배우들이 아깝다.	0
8423565	가장의 어깨에 짊어진 책임감을 가장 리얼하게 표현한 영화. 여담으로 잭 뎀프시, 이후 그리고 조 루이스 이전 복싱의 황금기를 너무나도 잘 표현했다. 저때가 진짜 복싱사의 춘추전국 시대였지.	1
9560028	허접허접허접허접허접허접	0
9419681	소름끼치는 명작 대단하다	1
8615209	흥미를 유발하지 못하는 허술한 이야기와 공포스럽지 않은 전개로 시간이 아깝군	0
405717	장난??????????유익하지 않음.ㅋ	0
9917958	"""""""자식 잃은 부모한테.. 남은 인생 같은건 없어.."""""""	1
1490549	독특한 유머. 재밌다.	1
5420899	주인공이 멋지다. 재밌게 보았다.	1
9217919	나래이션.바꿔주세요.무슨.다큐같애요	0
867234	눈물이 별로 없는 나에게 첫눈물을 흘리게 만들어주었다...	1
7375530	내인생 최고의 드라마! ! 욘사마는 지금 어디서 뭘할까..?	1
9830955	[ 스토리 10, 비주얼 10, 연출 10, 연기 9 ] 역사상 가장 위대한 판타지의 서막. 영상미와 캐릭터에 취해 지루할 틈이 없다.	1
6276331	희망도 절망도 아닌, 그냥 급조된 얼버무림 같은 라스트씬.	0
407703	화난다 왜 사랑한다고 말하지 않는걸까	0
9690628	평소에 이런 영화류 엄청 좋아함ㅋㅋㅋ	1
4904923	역시 성룡 형님이시다!!! 성룡 팬이라면 무조건 봐야 하는 영화...ㅋㅋㅋ	1
8968675	이게 왜 이렇게 평점이 높은지;;	0
7747041	예쁜 영화.	1
340584	모든 사람들 웃기만 했다...	0
4495891	아니 말좀해라	0
2023839	원작의 맛을 살리는데에 조금은 아쉬움이 남았으나 그래도 좋다,.	1
6165931	솔직히 티비로 보면 몰라도..	0
7065609	아 이거 개쯔레기네.. 일단 B급 영화이구요. B급 영화가 연출이나 여러가지 면에서 부족한 부분이 있어도 잘 만든 영화는 나름의 재미가 있는건데 이거는 뭐 스토리도 OO 연기도 OO 연출도 OO 다 OO.	0
8732056	컴퓨터 전기세가 아깝다!!!	0
2012460	황홀한 영화~	1
10070401	7점대??? 스크림같은거나 쳐봐야 정신차리겠냐??	1
24435	나는지난번에비디오로스파이키즈를봣다스파이키즈3도봐야겟다	1
9337476	재미있네요.훌륭합니다	1
6727964	내 평생 1점준 영화는 첨이다. . 이런 걸 수입하다니..	0
9515505	준면이 더빙 겁ㄴ나잘해요♥	1
7963427	정명석이 군침 돌게하는 영화인걸	0
5050261	아담 샌들러 좋은데 이영화는 왜케 지루하냐...	0
8711552	존큐는 매우 대단한영화인듯	1
5228697	총천연색 인생사. 희망과 좌절, 아름다움의 미학인 인생을 잘 표현한 영화~!	1
5995428	한글의 우수성을 잘 알려준 명품 사극!!ㅎ	1
5066842	아영화진짜...차라리액션으루 쭉가지..뭐야이건-_-	0
8613675	비록 시간이 지난 작품이지만,,참 지루하지 않고,,오랜만에 본 명작에 근접한 영화다.	1
9561109	장만옥의 표정(내면)연기가 일품이었던 작품. 영화를 보는 내내 그녀의 표정에 웃고 울고 했다.	1
8061482	아 머냐 ㅡㅡ 셜록홈즈영화는걍보지마라추리에대한내용은 별로없고 걍액션영화에 불구할뿐이다	0
9992510	종교 실화 부분만 없음 괜찮았을 텐데	0
8917040	음....아마 재미가 없으시다고 느끼신 분들은 내용이 완전히 이해가 않가셔서 그러실꺼에요^^ 저도 처음에는 이 영화 도대체 뭐지라고 생각했는데 원작인 책을 끝까지 읽고나니 이해도되고 더 재미있더라고요^^*전 원래 두번 하는거 되게 싫어하는데도 말이죠	1
6194688	마가렛같은 캐릭 너무짜증남. 없엇으면 더재밋엇을듯..죽이고싶네	1
5934602	캐스팅은 정말 최고! 액션 CG도 좋았는데 스토리가 억지스럽고 결말도 마음에 안 든다	1
8834821	잔잔한 가족애와 사랑을 그린 보기드문 수작...다시보고 싶습니다..	1
7572404	장애력이 좀비 자위대 급	0
2335979	공감할 수 없는 영화다.. 과연 전달하고자 하는 이야기가 무엇일까요?	0
8476963	정말 소름끼친다!!!	1
8867636	좀 식상한 스릴러영화~	0
7114002	3번봤어요.이런 영화 또 없나요? 정말 재밌어요.	1
9683167	북한을 미화한 쓰레기 영화	0
9100726	박지수라는 배우 리얼 불법체류자 인줄...	0
7432983	간만에 재밌는 로코 발견 ㅋㅋㅋㅋ 웃으면서 재미나게 봅니다. ㅋㅋㅋㅋㅋㅋ 굿	1
8208261	평점 하락세가 장난아니네	0
9839237	하하하핳하햐하핯하핳하하	0
10251692	고국에 잘모셔놓은 국보급 문화재를 굳이 외국에 팔아야했나?잘잘못을 따졌으면 그만큼의 금액을 받고 고국에 그대로 두는게 맞다고본다 국가가 맘에 안든다고 문화재를 외국에 팔 정신이면 국가가 맘에 안들면 나라도 팔겠다	0
8824113	난 그럭저럭 재밌게 봤다. 집에서 본다면 킬링타임용으로 괜찮은 영화	1
9934450	으잌... 재미없고, 내용없고, 결말없는 영화.. 감독하지 마라...	0
9441844	난 재미있던데 평점 6점은 아닌듯	1
6403983	올디스 벗 구디스. 옛것은 좋은것이제. 옥의 티라면 밑에 닭대가리가 달아놓은 댓글	1
8354146	꼭한번쯤은 봐야될그런영화다시봐도 감동일듯...	1
2290268	내가 왠만하면 글 안남깁니다.. 정말.. 최악입니다.. 평점믿지마세요.. 제발..	0
4598494	영화의 정체가 뭐냐 도대체.. 돌아이들의 향연..?? 죽이는것 말고 암것도 없네	0
8804777	좋았다 인상깊은 내용이었다	1
111101	주제가 없는 영화 무슨 내용인지 알 수 없다; 뭔가 뒤죽박죽	0
5054797	자살을유도하는영화인듯전쟁과쓰레기같은사회를비판하는영화재미없다	0
6086212	이영화 어디서 보나요?	1
8459613	정말 재미 있게 봤다. ㅎㅎ	1
6689234	예상치 못한 반전이 있어 독특한 것은 사실이나 다소 극단적으로 표현한 느낌이 있다. 이영화를 보고 어떤 통쾌함과 대리 만족을 느끼고자 하는 콰이어트맨들이 있다면 권장하고 싶지 않은 영화이다. ^^ 크리스찬 슬레이터의 연기력 때문에 2점준다..ㅋㅋ	0
7472048	여주인공 내가 죽여버리고 싶엇다 OO년	0
9082997	그래 멍청아 다음부턴 그러지 마라 ㅇㅇ	1
8665534	엄청지루함 ㅠㅠ 괜히본듯 시간낭비	0
9373810	엣지오브 투모로우보다 1억배 재밋어요	1
9219909	정말 시간이 아깝다 차다리 종교방송을볼껄....	0
4665960	틀에 박힌 느낌을 감출 수 없으며, 바디카운트도 그닥 특출나지 못하다.	0
8136430	내가 일뚱이다. 대다나지. 우겔겔겔겔	0
9139279	지금까지 운널사 한편이라도 안 보신분은꼭 보시길..ㅠㅠ기본 두세번 보게되는 운널사 완전 재밌어요~~볼거 없으면 자연스럽게 운널사 재방 보게 된다는ㅋㅋ	1
8891634	효민연기도 좋고 재밌네요	1
4423397	로버트 패틴슨을 다시보게된 영화. 내면연기를 너무 훌륭히 소화해냈다.	1
6570156	기대된다. 정지훈씨의 화려한 퍼포먼스!	1
5305773	난 5개줘여지!!!!!!!!!!!	1
9622216	오겡끼데쓰까 부시맨!	1
9506979	류승룡이 나오네요...	1
10073499	내가 미션임파서블2를 높게 평가하는 이유는 1편과 더불어 가장 개성있는 작품이었기 때문이다. 미션임파서블1=스릴러, 미션임파서블2=액션느와르, 미션임파서블3=웰메이드이나 개성없음, 미션임파서블4는 지루한 평작	1
4988009	아 양민수(2)	1
5703598	잔인하게 상처주지만 기댈수 밖에 없는 공동체, 가족.	1
9180395	여자지만 홍영수 같은 대원 있으면 진심 짜증나고 난감할듯... 정철민 병장의 마음이 이해감	1
10264178	류승룡 피리불면서 머리 까딱까딱하는데 진자짜오글거림	0
10005484	만점! 소름 ㄷㄷㄷ 이런영화는 처음이다	1
4837738	확실히 어렵다.. 역시 린치구나	1
10026931	과거와 현재가 적절하게 어우러지면서 역사의 흐름안에서의 개인의 삶과 우정 사랑 그리고 현재와의 이어짐을 보여주는 영화였습니다.	1
8200513	차에 대한 이야기는 없고 MC는 지들끼리 웃고 떠들고.. 이러니 훨씬 유익한 더벙커로 옮기는거지.. 제작진은 정신 좀차려라.. 게스트들도 눈요기용들.. ㅉㅉㅉ	0
10164248	어우..지루의 끝판왕이네.	0
8623645	점점 흥미진진 해지네요 오랫만에 몰입해서 보는 드라마입니다.	1
8153345	진짜 재밌어요!! 간만에 엄청 웃었다니까요? 꼭 보세요!!	1
8189835	옛날부터 도라에몽 팬인데..이편은 .. 음 좀 애매..	0
5482545	걍 그랫쪄요 ㄱ-	0
8679670	좀 뻑뻑한 부분이 있었지만 너무 좋았어여ㅜㅠ 진실이라 생각되는것들이 얼마나 얇팍한 것들인지끝에다가가 알면 알수록 인물들은 선택의 기로에 섰네요 결말이 뭐든간에..	1
8653163	역시 10주년이라 기대를 져버리지 않는 군	1
7780005	군대에서 남는시간에 쿡티비로 공짜영화찾다가 보게된영화. 아직도 영화가 끝나고 난뒤 아무말도 못하고 멍하게 앉아있던것이 생각난다. 여자보단 남자가 더 많은걸 느낄수있는 영화.	1
7230126	시나리오의 망작성에,진짜 갈라티아의눈물?도 사람처럼,눈물을 흘릴판이다.이수경의 발연기는 진짜 역사에 남을 수준...효리의 드라마출연외도이후에,사상 최고수준의 거의 대형사고 그 자체.내가 감독이라면,필름을 통채로 버렸을 꺼다.강혜정도 어설프고,진짜 졸작	0
3286373	4편까지 만들어서 망신 당하는 꼴은 안 봤으면.	0
9756165	이자스민 학력위조 했는데 가만히 냅두는 새누리당 클라스	0
40741	`편의점2시`에서 나온 음악 알 수 없을까요?제발!!	1
10275889	평점보구 속았다!! 으악~~내시간 돌려줘~~!! 공포도 스토리도 웩!! 절대 절대 보지마세여	0
4701291	나루토 질풍전 극장판 벌써 이게3기 라니..	1
5677345	영희느님ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ	1
4068284	그다지 권하고 싶지 않은 영화.	0
8198880	좋다.,/,./,./	1
8357702	아일랜드의 멋진 광경들이랑 예쁘고 멋진 주인공들 빼면 볼 거 하나도 없는 영화. 아무리 로맨틱 코미디라도 개연성은 밥말아준 듯. 두 사람이 왜 어떻게 사랑에 빠지는지 전혀 납득이 안가고 왜 그놈의 더블린 가는데 한국에서 남극가는 시간보다 더걸릴까.	0
7080264	뭔가 빠진 것이 아니다. 너무 현실적이어서 영화에서 다른 것을 찾았을 뿐. 이게 현실이고, 현실에 녹아 있는 고뇌다. 고뇌를 앎으로써 명확하게 표현하는 것을 보는 사람에게는 즐거운 영화.	1
10107518	이마트 샷따를 소화기로 치는 그 장면이 압권..제가 알잖아요 수애씨..	0
6434324	내가 본 어떤 퀴어 영화보다 현실적이었다.	1
6424279	너무재밋는데 흥행이왜안됫을까요	1
8560716	진짜 존나 재미없었다. 지루해 OOO 줄	0
9649350	끔찍할 정도로 얕은 이야기의 깊이를 2시간의 블록버스터로 만드려는 기획은 누가했을까	0
9218885	정말 추억속의 미드 소름끼친다!!	1
6822949	작가가 이걸 볼진 모르겟지만 별점 1점도 아깝다 이렇게 형편없는 드라마가 있다니 ㅋㅋㅋㅋ 모든 상황이 예측가능한 드라마네 설마설마했는데 시청자들은 통쾌한 복수를 원하지 이렇게 찌질거리는거 즐기는사람없는데 무슨 세디스트도 아니고	0
5792108	쩌는듯ㅇㅇ	1
9975790	내용도 좋았고 ost도 좋았음	1
9973332	오랜만에 집중하면서 전쟁영화를봤다. 마야역할에 배우연기력또한 일품이며 미국에 10년간 테러의불안감..여러가지요소를 느낀 영화.꼭들 보시길	1
8663719	이렇게 재미없게 만드는것도 재주다.	0
3132017	주인공이 다같은사람?작품성이뛰어난영화인지는모르겠으...이해하기어렵고저한텐별로	0
9650694	연기도 연출도 다 어색 뭐 재미도 없고	0
7404901	점수 주기도 아깝다 쓰레기	0
9666769	헐리우드에서 만들었다면 정말 멋진 영화가 되었을지도 모르겠다 견자단의 표정연기나 행동연기는 기가막히고 주윤발의 표정연기 너무 멋지다 그런데 그놈의 말도 안돼는 3D가 다 망친듯	1
9888978	1편은 할리우드식으로 잘 만들어진 반면 속편은 전혀 그렇지 않다. CG 범벅인 영상들은 전혀 무섭지 않고, 이야기 역시 시시껄렁해서 몰입하기가 힘들다.	0
9327649	일본다움이 물씬 풍기는 애니메이션 정말이지 이딴 내용의 애니를 만드는 나라는 일본뿐일듯... IP티비에서 무료로 있길래 아이들 틀어줬는데 마지막엔 정말 욕이 절로나게 만들더군요....	0
8825441	말할것도없다 최고ㅇㅇ	1
8027948	너무나도 공감되는 영화 아... 언니 생각 난당	1
9052537	연출, 스토리, 액션씬 어느 것하나 특출난 것 없는 영화. 특히 주인공과 여주의 사랑 얘기는 정말 없는 게 나앗을 정도.. 그나마 18세기 프랑스를 배경으로 한 시대관은 괜찮았음. 5점 정도인데 과하게 평이 높아서 2점만 줌.	0
33264	신은... 인간은... 자유는... 평화는... 그리고 사랑은 무엇인가?	1
857417	'매그놀리아'는 유치한면이 있지만 적어도 감정이입은 된다	0
9490453	처음부터 끝까지 아름다운 여운이 긴 영화	1
5299357	소문만 무성한 영화 ㅡㅡ	0
10204817	몰입감 장난 아니었다. 숨막히는 영화	1
9751956	억지감동을 강요하는 영화 같음. 애한테는 미안하지만 아역 별로임	0
2475671	그냥그런 미국식 야한 블랙코미디.	0
8624205	작가가 바뀌기전엔 정말 재미있었는데..갈수록 3류드라마처럼 되네..배가 산으로 가는느낌??어수선하면서도 스토리가없다	0
7274798	순수의미학..... 우리가잊고살던 감각을 일깨워주는 영화입니다.	1
1324059	별로다.	0
10222314	좀비물 로맨스 코믹 등이 뒤섞이니 어느 쪽으로도 재밌지 않은 맹탕 탄생.. 니콜라스 홀트땜에 평점이 후한가	0
3675905	너무 재미있음	0
10158265	재밌어요 박보영 언니 사랑해요 박소담 언니 연기잘함//	1
469190	10년 전에 만들어진 작품, 허나 무라카미 류잖아.	1
9678396	취향이 지저분한 감독의 3류 쓰레기 영화.	0
962565	괜찮은 스릴러다..	1
4158012	아하!	1
1766887	나의 아이들에게 보여주어도 전혀 부끄럽지 않을 명작만화영화입니다. ^^	1
8910788	끝내준다. 그냥 끝내준다. 영상과 음악이 이렇게 잘 어울릴 수가 없다.	1
8504915	옛날에 워낭소리 봤을때 진짜 많이 울었는데	1
6926151	이런걸 보고 유식한 말로 데우스 엑스 마키나라고 한다.무슨일이 일어나도 이상하지 않은 영화.그게 이 영화의 궁극의 패착이다.아무것도 신기하지 않은게,신기한 점이랄까?보다보면,에라~될대로 되라...하고 진지하게 영화보기를 포기하는 지점이 반드시 생겨난다	0
5687694	기대안하고봤다 끝까지 잼있게 본 영화 와이프는 용서가 안된다~	1
4828394	퇴색되어버렸다 안죽여도 될사람을 굳이 죽이는 이유는 무엇?	0
382706	말도안되는 평점 1점도 아까워	0
2767021	나름 신선한 맛이 있었던 옴니버스 영화. 나름 괜찮음	1
7726199	내인생 잊혀지지 않은 영화. 지금도 빠삐용 주제를 가끔 듣노라면 내가슴 깊은곳에 고독과 살아야겠다는 서러움이 절절하게 끓어오릅니다. 아마도 내 인생이 슷비슷비하지 않았나 생각됩니다. 물론 빠삐용하고 비교할 수 없지만 조금이나마 내인생을 말해주는 이영화	1
10115371	엄청지루....그냥 그저 그렇게 흘러가다 끝나네요	0
1067704	내용에 허술함이 많이보임..마지막 해피엔딩도 그렇고.	0
2769119	저예산 영화의 선전을 빈다.	0
10216013	굉장히 마음에 듭니다.	1
9883710	제발 영화를 좀 보고 이해를 해보고 평가하기를.... 대작...	1
9374013	Sf영화에서 안좋은 모든 것을 갖춤	0
448512	보능동안 내내 빠져있었떤 영화, 근데 2가 나오려나-_-;;	1
10183360	민주주의가 무엇인지 생각하게해준다	1
4019821	갑자기 네이버 로그인 비번이 생각이 안났다,,도대체,이시간에 내가 뭔짓을 한거지,,	0
6661777	재방송을 봐도 잼있네요 ㅜㅜ	1
9795321	프레데터중 울프 프레데터가 간지라고 해서 봤더니 AVP1의 스카프레데터 만큼 인상적인 전투를 보여주지 못했다...아니 화면부터가 캄캄해서 아에 안보였다...	0
7965042	평점이 왜 이러냐 알바 았는 듯하네. 시간 아까워.	0
9849501	조여정이라는 배우 참 좋아 함.클라라가 뻥을 치건 말건 상관 없음.노출도 관심 없음.영화만 놓고 말 하겠습니다.연기를 잘 하는것도 아니고.시나리오가 좋은것도 아니고.웃긴것도 아니고.감동,전달력도 그닥. DVD보다 시간 아까워 껐네요.	0
3110492	웃기기보단 시원시원하고 즐거워서 보고나니 행복하네요 ^^ 5점!	1
28942	보면 볼 수록 또 보고싶은 작품	1
10164902	느낌이 팍 오네요.평론가 평점이 안좋아서 좀 그렇지만	1
6547936	....그저 묵념드립니다. 감사합니다. 당신들이 있어서 저희가 있습니다.	1
5017727	아론 존슨의 얼굴에서 존 레논이 보였다..! 배우들 연기가 일품인 영화	1
8515191	얙션 내용도 잼썼는데 마지막에 피아노치는 장면과 피아노음 듣고 겁나 울컥하네ㅜㅜ 액션뿐아니라 감동도 겸비한 이연걸 최고영화	1
740613	"""유치하고 아무런 재미를 느낄수 없는 유치한 """"속편"""""""	0
4491044	촤근 본 한국 영화중..ㅋ 최고.. ㅋㅋ	1
4705245	캐스팅, 연기, 음악, 배경 .. 모든게 좋다	1
5993693	별로;;	0
10080524	스토리가 뭐이따구냐...앞뒤없이 그냥 뚝뚝 잘라먹네 ~워쇼스키는 돈이 썩어나나 이런영화를 자꾸만드네 쓰 레 기 영화 이걸돈주고 보는 미친짓을 하지않기를	0
8664004	영화 마지막 장면이 문이 닫히면서 끝나는데... 끝나고 크레딧 올라오는 동안 멍하고 있었다는...	1
6530887	나는 엄청난 cg에 감탄할수밖에없었다 리얼하게 묘사된 상어가 피를 뱉을때가 가장 인상적이었다	0
1585392	2시간여 내내 초지루함과 말같지도 않은 최악의 영화!! 절대 NO추천!!	0
10145061	이런것도 에로냐 토나온다 ㅋㅋ	0
8889017	지금은 어떨지 모르겠는데 초딩 때 이 영화는 나에게 최고로 기억되었음.	1
10072648	비정한 액션과 드라마가 적절하게 버무러져있다...신세계 후속작도 이 작품으로 가늠해볼수 있겠군...	1
9738744	스타크래프트 밸런스를 매우 소중히 여기는 감독은 질럿들이 절대 총을쏘지않게 하였다 총쏘면 쉽게죽일걸 빙빙돌아가는 칼만써댄다 답답해죽는줄	0
7904136	나루토 극장판의 변비중 하나	0
9961570	돌쇠(kimd****) 님 못 배운거 그렇게 티를 내야겠어요? 익명성 맞아요 ㅋ;	1
7969519	하 1점도 아깝다.배우도 감독도 이해 안됨.	0
5799499	아나~장난하나~OO래? 알바냐~평점이 2점도 안되겠구만.. 와나~ 진짜 어이없네~	0
6840699	진한 감동이 남는 영화,	1
1593854	시골 장터에서의 어릴적 추억이 있는 사람이라면 정감어리게 다가올듯	1
3656565	벌로야 ... 예고편을 보고 뭐야~ 라고 하면서도 보려 갔는데;; 진짜 벌로다	0
7039009	내인생 최고의드라마라고 감히 자부합니다	1
4924995	쓰레기네요 더 할말 없슴다	0
7725259	이럴려면 제목을 왜 삼국지라고 한거냐 조자룡도 완전 딴사람으로 만들어놓고 그렇다고 재미도 감동도 없고	0
9819979	TV 로 봤는데 전기세 아까워	0
7917418	평점진짜왜이러냐;;;만들라면 이렇게 잘 만들지도 못하면서..아역들도 연기잘하고 괜찮은 드라마임	1
9298222	9살아이가좋아하네요 5살아이는지루해하네요^^;;	1
3653862	잘 알지 못하고 그냥 지나쳤던 야스쿠니 신사에 대해 생각하게끔 해 준 최고의 영화!	1
2838442	1편이 낫다.	0
6597809	더럽게 재미없어 2점부터 점수준것들 M창	0
7677384	토토로의 움직이는성	1
6827730	그 흔한 키스신 하나 없이도 이렇게 절절하게 만드는 스토리는 역시 동양의 미학.. 진짜 다 커서 눈물..ㅠㅠ 스토리 쩌러.. 9.92.. 진짜 안아까운 평점이다. 네이버 이거 평점 줄려고 3달만에 로그인 함.	1
762429	누군가를 잃었다는 느낌이 무엇인지 알게 해주는 영화	1
1081592	필자가 추천하는, 2배속 전용 영화...	0
5214614	시간만 버렸다. 눈만 즐거운 만화임	0
5722157	울딸이랑 봤는데 중간에 나가자고 .. 잼없다고 지루 ㅡㅡ 애들 영화를 이렇게 하다니	0
9390419	수준이 90년대 만화책이나 단막극 그래 결심했어 이런대 나올만한 스토리 수준이고... 배신으로 짜집기해서 영화 살리려고 한거임?사람들이 외면한 영화는 볼 필요가 없다는 것을 절실히 느낄것임...	0
9314245	재밌다. 깔끔하게 마무리되는 결말도 좋고,, 주변에 대해 아무런 신경도 쓰지않는 현사회에 대한 것도 좋음	1
5240525	재밌고 유쾌한 영화! 가볍게 보기 좋다~	1
3238061	일부러 황당하게 만들었다고 재미없는 것까지 용서되는 건 아니지	0
7721921	초반에는 볼만하더니 그 뒤로는 그냥 미국만만세~ ㅋㅋ	0
1589431	.......코미디엿다ㅋㅋㅋㅋㅋㅋㅋ	0
3517226	개념없나...힘도없이 초딩에게 당함... 남자가 참... 보지마세요.. 짜증남	0
3382837	추억의 영화.. 이준익감독 영화였군요..	1
9523133	미국 처음 갔을 때 생각도 나고주인공 샤시를 응원하며 봤어요 :)	1
9641826	보는내내 전범기. 작은 햇님 캐릭터마저 멀리서 전범기로표현하고 괴물뒤태양빛은 보는내내 전범기를 연상케함. 이게 대작이라니? 말이되는소릴.	0
5798889	돈내고 봤으면 화 났을꺼야, 아까운 내 시간....	0
7525356	장선우의 관음증이 드러나..	0
8625629	알바 많네 치아라 저리 치아라	0
8941809	무척이나 가볍지ㅇ화만 가볍지만은 않은 ... 여운이 많이 남는 쓰라린 영화	1
8878033	최수종씨가 노개런티로 출연해서 다시 한번 김우수씨의 삶이 재조명 받을수 있다는 점이 너무 좋네요	1
8838253	매년 한 번씩 보는 드라마! ㅎㅎ	1
8383828	내가 이 영화에 아까운 시간을 투자하다니 화가 난다. 마녀 얘기가 나올줄은 꿈에도 몰랐다. 결말이 이렇게 될 줄도 몰랐다. 아 씨ㅏㅋㅋ	0
7124670	보고싶은데 구할곳이 음슴...	1
8691788	교섭상대가 얼마나 알고 있는지 가늠하지 못하는 상태에서 펼쳐지는 치밀한 두뇌싸움.	1
5775188	정말 재미없었던 드라마	0
10152039	임권택영화는 졸라 재미없어	0
9985192	재밌네요... 어디에 평점 처음남겨봐요... 덤덤하고 잔잔하게 참 재밌습니다.	1
8811091	엄마가 되는 것은 정말 힘든 일이구나ㅠ	1
9779661	그냥 웃지요~ 절대 기대하지마용~	0
3965070	세계인류독살하기 전에 니들 먼저 안되겠니?	0
10006601	일하기싫었나봐여ㅎㅅㅎ	0
7380773	비 서구권인지도 완전바닥임 비가월드스타면 싸이는마이클잭슨수준이겠네 자꾸 방송에서 비칭할때 월드스타월드스타하는데 정확히는 아시아스타죠.	0
8938772	잔잔한 영화네요..실연을 한 소녀와 사랑의 상처를 가진 소년이라..보다가 일본여행 속 여자분과 소녀가 동일 인물인줄 알았는데 아니란 점에서 조금 반전이 있었다고 할까? 김민지씨는 정말 풋풋한 소녀의 느낌이 들었고 이수혁씨도 나이가 어릴때라 그런지	1
7044061	감동인 이야기 다만 비현실이라고 생각하고 보면 그렇게 생각하고 본사람이 잘못 한것이다	1
9762136	저스틴 채트원하고 에미 로섬이 대체 저런 영화 왜 찍었는지 모르겠다.	0
4445169	여자가 액션물에서 설치는영화치고 잘된 영화가 없다는... 전편형제들까지는 좋았는데	0
6567083	가족들의 복수극 재미있습니다	1
8893335	아버지는 예전 우승자였는데 왜 가난한겨?	0
10203588	만원주고 이걸 볼 바에야 지상파 다큐를 보시는걸 적극 추천합니다	0
7740590	이거코미디라거하기엔 찜찜함 진짜 말하고자하는게뭔데	0
6932565	조디 포스터와 깁슨은 역시 대단하다 감탄 그자체!	1
1445695	뻔하지만 새롭게 느껴지는 영화	1
10008082	그럭저럭 볼만했지만 딱히 기억에 남지는 않음	0
